,Comparison,Correlation,P_value
2764,EGFR_proteomics,0.9999999999999998,0.0
6760,PHLDA1_proteomics,0.8168478152481624,6.553435386439516e-25
3808,GRB2_proteomics,-0.6108891162098071,1.8863841081443212e-11
8854,SOCS2_proteomics,0.5627196030682289,1.3434640782638403e-09
1550,CDH4_proteomics,0.5591797537196763,1.7900481215202169e-09
6857,PLA2G15_proteomics,-0.5566242323733048,2.1975620249173136e-09
2291,DAB2_proteomics,-0.5564015379913563,2.2370098379586097e-09
3628,GLA_proteomics,-0.5504906315237544,3.5702294261417183e-09
2196,CTSC_proteomics,-0.5462852751917662,4.951742478740451e-09
1799,CKB_proteomics,0.5442462597158703,5.793441254542527e-09
2330,DCBLD2_proteomics,-0.5653725668293248,6.4080703524936024e-09
661,ARNT2_proteomics,0.5420787847456093,6.837755397258698e-09
8486,SHC1_proteomics,-0.5405244914396086,7.695117931637705e-09
8261,SCPEP1_proteomics,-0.531494133013942,1.51074842787198e-08
7940,ROBO2_proteomics,0.5271277906035979,2.078744078781758e-08
6762,PHLDA3_proteomics,0.5258827854613878,2.2749193535040245e-08
974,BLOC1S2_proteomics,-0.5229648266822912,2.806359641551675e-08
820,ATP7A_proteomics,-0.5224817306372646,2.9050654593125225e-08
5328,MEOX2_proteomics,0.5458632466939957,3.15918193420926e-08
1470,CD180_proteomics,-0.5182666129723484,3.9188354698101024e-08
3109,FAM129B_proteomics,-0.5149840251387472,4.933815184977254e-08
8307,SEC23IP_proteomics,-0.5144035788843105,5.137602364276023e-08
9766,TOR4A_proteomics,-0.5138471291537452,5.3404847290912614e-08
10525,XRN1_proteomics,-0.5116564308207833,6.215974541674248e-08
6518,PCDH17_proteomics,0.5060447136622968,9.126315836197022e-08
10401,WAS_proteomics,-0.5019180366341212,1.2051684359689666e-07
4976,LRP4_proteomics,0.5008960940270109,1.290345559556091e-07
591,ARHGAP4_proteomics,-0.4989264348229207,1.470944267430579e-07
6136,NPC2_proteomics,-0.498790591960705,1.484248567280722e-07
4318,IKBKE_proteomics,-0.5197345389973977,1.5256152296365938e-07
3786,GPRIN3_proteomics,-0.49783635480482147,1.5809856909910795e-07
7128,PPP1R18_proteomics,-0.4972021285670396,1.648569205371532e-07
5984,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07
2195,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07
2938,EPHB3_proteomics,0.49601893686837845,1.7820656121740215e-07
4774,KYNU_proteomics,-0.49551657943951066,1.8418019170073093e-07
5001,LRRC75A_proteomics,0.49540215858447634,1.855671837806378e-07
7792,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07
1837,CLIP2_proteomics,0.49327992110355356,2.131667000797299e-07
9058,STAB1_proteomics,-0.4929776568817793,2.1740173356435911e-07
594,ARHGAP45_proteomics,-0.49256376995601736,2.2333067744614186e-07
4169,HSD17B11_proteomics,-0.49184266467177457,2.3402960541558968e-07
9201,SVIL_proteomics,-0.49130315234332644,2.423511222761499e-07
8885,SOX9_proteomics,0.49067010488451357,2.5247410385485407e-07
2587,DOCK10_proteomics,-0.48971507364617484,2.685098314979208e-07
5427,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07
